51,5,2017,4,914,16,2,16,0
52,5,2017,4,517,16,2,16,0
53,5,2017,1,519,16,2,16,0
54,5,2017,1,520,16,2,16,0
55,5,2017,1,508,16,2,16,0
56,5,2018,2,513,16,2,16,0
57,5,2018,2,516,16,2,16,0
58,5,2018,2,512,16,2,16,0
59,5,2018,2,401,16,2,16,0
60,5,2018,3,521,16,2,16,0
61,5,2018,3,511,16,2,16,0
62,6,2015,3,493,11,2,11,0.285714286
63,6,2015,3,916,11,2,11,0.285714286
64,6,2015,3,264,11,2,11,0.285714286
65,6,2015,1,919,11,2,11,0.285714286
66,6,2015,1,191,11,2,11,0.285714286
67,6,2015,1,265,11,2,11,0.285714286
68,6,2016,2,1133,11,2,11,0.285714286
69,6,2016,2,199,11,2,11,0.285714286
70,6,2016,2,322,11,2,11,0.285714286
71,6,2016,3,200,11,2,11,0.285714286
72,6,2016,3,1134,11,2,11,0.285714286
73,6,2016,3,323,11,2,11,0.285714286
74,6,2016,1,201,11,2,11,0.285714286
75,6,2016,1,1155,11,2,11,0.285714286
76,6,2016,1,784,11,2,11,0.285714286
77,7,2015,3,493,28,2,NULL,0.464285714
78,7,2015,3,1133,28,2,NULL,0.464285714
79,7,2015,3,264,28,2,NULL,0.464285714
80,7,2015,1,322,28,2,NULL,0.464285714
81,7,2015,1,1134,28,2,NULL,0.464285714
82,7,2015,1,191,28,2,NULL,0.464285714
83,7,2016,2,199,28,2,NULL,0.464285714
84,7,2016,3,200,28,2,NULL,0.464285714
85,7,2016,4,919,28,2,NULL,0.464285714
86,7,2016,1,201,28,2,NULL,0.464285714
87,8,2017,3,926,8,1,8,0.446428571
88,8,2017,3,502,8,1,8,0.446428571
89,8,2017,3,271,8,1,8,0.446428571
90,8,2017,3,1094,8,1,8,0.446428571
91,8,2017,1,1100,8,1,8,0.446428571
92,8,2017,1,924,8,1,8,0.446428571
93,8,2017,1,505,8,1,8,0.446428571
94,8,2018,2,926,8,1,8,0.446428571
95,8,2018,2,507,8,1,8,0.446428571
96,8,2018,2,1101,8,1,8,0.446428571
97,8,2018,3,518,8,1,8,0.446428571
98,8,2018,3,1102,8,1,8,0.446428571
99,9,2015,3,921,28,2,NULL,0.625
100,9,2015,3,1170,28,2,NULL,0.625
101,9,2016,2,264,28,2,NULL,0.625
102,9,2016,2,1133,28,2,NULL,0.625
103,10,2018,2,916,26,2,107,0.035714286
104,10,2018,2,266,26,2,107,0.035714286
105,10,2018,2,492,26,2,107,0.035714286
106,10,2018,3,917,26,2,107,0.035714286
107,10,2018,3,1071,26,2,107,0.035714286
108,10,2018,3,1133,26,2,107,0.035714286
109,10,2018,4,921,26,2,107,0.035714286
110,10,2018,1,193,26,2,107,0.035714286
111,10,2018,1,1246,26,2,107,0.035714286
112,10,2019,2,268,26,2,107,0.035714286
113,10,2019,2,195,26,2,107,0.035714286
114,10,2019,3,197,26,2,107,0.035714286
115,10,2019,3,269,26,2,107,0.035714286
116,10,2019,4,199,26,2,107,0.035714286
117,10,2019,1,270,26,2,107,0.035714286
118,10,2019,1,200,26,2,107,0.035714286
119,10,2020,2,271,26,2,107,0.035714286
120,10,2020,3,272,26,2,107,0.035714286
121,10,2020,3,201,26,2,107,0.035714286
122,10,2020,4,400,26,2,107,0.035714286
123,10,2020,4,322,26,2,107,0.035714286
124,11,2017,3,1246,16,1,16,0.089285714
125,11,2017,3,367,16,1,16,0.089285714
126,11,2017,4,268,16,1,16,0.089285714
127,11,2017,4,516,16,1,16,0.089285714
128,11,2017,1,1100,16,1,16,0.089285714
129,11,2017,1,508,16,1,16,0.089285714
130,11,2017,1,512,16,1,16,0.089285714
131,11,2018,2,1101,16,1,16,0.089285714
132,11,2018,2,513,16,1,16,0.089285714
133,11,2018,2,517,16,1,16,0.089285714
134,11,2018,2,510,16,1,16,0.089285714
135,11,2018,3,1102,16,1,16,0.089285714
136,11,2018,3,520,16,1,16,0.089285714
137,11,2018,3,921,16,1,16,0.089285714
138,12,2016,1,914,16,2,16,0.446428571
139,12,2016,1,1100,16,2,16,0.446428571
140,12,2016,1,518,16,2,16,0.446428571
141,12,2017,2,913,16,2,16,0.446428571
142,12,2017,2,1101,16,2,16,0.446428571
143,12,2017,2,519,16,2,16,0.446428571
144,12,2017,3,513,16,2,16,0.446428571
145,12,2017,3,1102,16,2,16,0.446428571
146,12,2017,3,521,16,2,16,0.446428571
147,12,2017,3,912,16,2,16,0.446428571
148,13,2014,2,916,29,1,NULL,0.303571429
149,13,2014,2,505,29,1,NULL,0.303571429
150,13,2014,2,266,29,1,NULL,0.303571429
151,13,2014,3,917,29,1,NULL,0.303571429
152,13,2014,3,1246,29,1,NULL,0.303571429
153,13,2014,4,921,29,1,NULL,0.303571429
154,13,2014,4,1094,29,1,NULL,0.303571429
155,13,2014,1,922,29,1,NULL,0.303571429
156,13,2014,1,268,29,1,NULL,0.303571429
157,13,2014,1,507,29,1,NULL,0.303571429
158,13,2014,1,498,29,1,NULL,0.303571429
159,13,2015,2,924,29,1,NULL,0.303571429
160,13,2015,2,1100,29,1,NULL,0.303571429
161,13,2015,3,926,29,1,NULL,0.303571429
162,13,2015,3,1101,29,1,NULL,0.303571429
163,13,2015,3,518,29,1,NULL,0.303571429
164,13,2015,1,1102,29,1,NULL,0.303571429
165,13,2015,1,519,29,1,NULL,0.303571429
166,13,2015,1,520,29,1,NULL,0.303571429
167,13,2016,2,914,29,1,NULL,0.303571429
168,13,2016,2,521,29,1,NULL,0.303571429
169,13,2016,3,913,29,1,NULL,0.303571429
170,13,2016,3,513,29,1,NULL,0.303571429
171,14,2014,2,917,16,2,16,-0.160714286
172,14,2014,2,1246,16,2,16,-0.160714286
173,14,2014,3,268,16,2,16,-0.160714286
174,14,2014,3,323,16,2,16,-0.160714286
175,14,2014,4,507,16,2,16,-0.160714286
176,14,2014,1,921,16,2,16,-0.160714286
177,14,2014,1,1094,16,2,16,-0.160714286
178,14,2014,1,1093,16,2,16,-0.160714286
179,14,2015,2,922,16,2,16,-0.160714286
180,14,2015,2,1100,16,2,16,-0.160714286
181,14,2015,3,924,16,2,16,-0.160714286
182,14,2015,3,1101,16,2,16,-0.160714286
183,14,2015,4,498,16,2,16,-0.160714286
184,14,2015,4,401,16,2,16,-0.160714286
185,14,2015,1,1102,16,2,16,-0.160714286
186,14,2015,1,518,16,2,16,-0.160714286
187,14,2016,2,913,16,2,16,-0.160714286
188,14,2016,2,519,16,2,16,-0.160714286
189,14,2016,3,914,16,2,16,-0.160714286
190,14,2016,3,521,16,2,16,-0.160714286
191,14,2016,3,512,16,2,16,-0.160714286
192,14,2016,1,516,16,2,16,-0.160714286
193,14,2017,2,513,16,2,16,-0.160714286
194,14,2017,3,511,16,2,16,-0.160714286
195,14,2017,3,517,16,2,16,-0.160714286
196,15,2018,4,321,30,2,NULL,0.803571429
197,15,2018,4,1076,30,2,NULL,0.803571429
198,15,2018,4,109,30,2,NULL,0.803571429
199,15,2019,3,160,30,2,NULL,0.803571429
200,15,2019,4,322,30,2,NULL,0.803571429
201,16,2016,1,921,16,2,16,-0.160714286
202,16,2016,1,516,16,2,16,-0.160714286
203,16,2017,2,922,16,2,16,-0.160714286
204,16,2017,2,1100,16,2,16,-0.160714286
205,16,2017,2,507,16,2,16,-0.160714286
206,16,2017,3,924,16,2,16,-0.160714286
207,16,2017,3,518,16,2,16,-0.160714286
208,16,2017,3,1093,16,2,16,-0.160714286
209,16,2017,4,1246,16,2,16,-0.160714286
210,16,2017,4,268,16,2,16,-0.160714286
211,16,2017,1,926,16,2,16,-0.160714286
212,16,2017,1,1101,16,2,16,-0.160714286
213,16,2017,1,519,16,2,16,-0.160714286
214,16,2018,2,914,16,2,16,-0.160714286
215,16,2018,2,1102,16,2,16,-0.160714286
216,16,2018,2,521,16,2,16,-0.160714286
217,16,2018,2,512,16,2,16,-0.160714286
218,16,2018,3,913,16,2,16,-0.160714286
219,16,2018,3,520,16,2,16,-0.160714286
220,16,2018,3,513,16,2,16,-0.160714286
221,16,2018,4,517,16,2,16,-0.160714286
222,16,2018,4,510,16,2,16,-0.160714286
223,16,2018,1,508,16,2,16,-0.160714286
224,16,2019,2,511,16,2,16,-0.160714286
225,17,2014,1,917,16,2,16,0.017857143
226,17,2014,1,266,16,2,16,0.017857143
227,17,2014,1,505,16,2,16,0.017857143
228,17,2015,2,921,16,2,16,0.017857143
229,17,2015,2,1246,16,2,16,0.017857143
230,17,2015,2,1094,16,2,16,0.017857143
231,17,2015,3,922,16,2,16,0.017857143
232,17,2015,3,268,16,2,16,0.017857143
233,17,2015,3,1100,16,2,16,0.017857143
234,17,2015,3,507,16,2,16,0.017857143
235,17,2015,4,516,16,2,16,0.017857143
236,17,2015,4,498,16,2,16,0.017857143
237,17,2015,1,924,16,2,16,0.017857143
238,17,2015,1,1101,16,2,16,0.017857143
239,17,2015,1,518,16,2,16,0.017857143
240,17,2015,1,520,16,2,16,0.017857143
241,17,2016,2,926,16,2,16,0.017857143
242,17,2016,2,1102,16,2,16,0.017857143
243,17,2016,2,519,16,2,16,0.017857143
244,17,2016,2,511,16,2,16,0.017857143
245,17,2016,3,913,16,2,16,0.017857143
246,17,2016,3,521,16,2,16,0.017857143
247,17,2016,3,512,16,2,16,0.017857143
248,17,2016,3,513,16,2,16,0.017857143
249,17,2016,4,914,16,2,16,0.017857143
250,18,2018,2,516,16,2,16,0.446428571
251,18,2018,2,517,16,2,16,0.446428571
252,18,2018,3,914,16,2,16,0.446428571
253,18,2018,3,520,16,2,16,0.446428571
254,18,2018,3,513,16,2,16,0.446428571
255,19,2016,2,922,16,1,16,-0.142857143
256,19,2016,2,1100,16,1,16,-0.142857143
257,19,2016,2,505,16,1,16,-0.142857143
258,19,2016,3,924,16,1,16,-0.142857143
259,19,2016,3,1100,16,1,16,-0.142857143
260,19,2016,3,507,16,1,16,-0.142857143
261,19,2016,3,1093,16,1,16,-0.142857143
262,19,2016,4,498,16,1,16,-0.142857143
263,19,2016,1,926,16,1,16,-0.142857143
264,19,2016,1,1101,16,1,16,-0.142857143
265,19,2016,1,516,16,1,16,-0.142857143
266,19,2017,2,913,16,1,16,-0.142857143
267,19,2017,2,1102,16,1,16,-0.142857143
268,19,2017,3,914,16,1,16,-0.142857143
269,19,2017,3,518,16,1,16,-0.142857143
270,19,2017,3,266,16,1,16,-0.142857143
271,19,2017,4,1246,16,1,16,-0.142857143
272,19,2017,4,401,16,1,16,-0.142857143
273,19,2017,1,521,16,1,16,-0.142857143
274,19,2017,1,508,16,1,16,-0.142857143
275,19,2017,1,268,16,1,16,-0.142857143
276,19,2018,2,513,16,1,16,-0.142857143
277,19,2018,2,517,16,1,16,-0.142857143
278,19,2018,2,519,16,1,16,-0.142857143
279,19,2018,3,511,16,1,16,-0.142857143
280,19,2018,3,512,16,1,16,-0.142857143
281,19,2018,3,520,16,1,16,-0.142857143
282,20,2018,2,922,28,1,NULL,0.267857143
283,20,2018,2,266,28,1,NULL,0.267857143
284,20,2018,2,507,28,1,NULL,0.267857143
285,20,2018,2,401,28,1,NULL,0.267857143
286,20,2018,3,924,28,1,NULL,0.267857143
287,20,2018,3,1246,28,1,NULL,0.267857143
288,20,2018,3,1100,28,1,NULL,0.267857143
289,20,2018,1,926,28,1,NULL,0.267857143
290,20,2018,1,518,28,1,NULL,0.267857143
291,20,2018,1,1101,28,1,NULL,0.267857143
292,20,2018,1,1093,28,1,NULL,0.267857143
293,20,2019,2,914,28,1,NULL,0.267857143
294,20,2019,2,1102,28,1,NULL,0.267857143
295,20,2019,2,519,28,1,NULL,0.267857143
296,20,2019,2,513,28,1,NULL,0.267857143
297,20,2019,3,913,28,1,NULL,0.267857143
298,20,2019,3,520,28,1,NULL,0.267857143
299,20,2019,3,521,28,1,NULL,0.267857143
300,21,2018,2,917,6,2,6,0.464285714
301,21,2018,2,493,6,2,6,0.464285714
302,21,2018,2,343,6,2,6,0.464285714
303,21,2018,3,921,6,2,6,0.464285714
304,21,2018,3,349,6,2,6,0.464285714
305,21,2018,3,1246,6,2,6,0.464285714
306,21,2018,4,922,6,2,6,0.464285714
307,21,2018,4,1094,6,2,6,0.464285714
308,21,2018,1,919,6,2,6,0.464285714
309,21,2018,1,344,6,2,6,0.464285714
310,21,2018,1,1329,6,2,6,0.464285714
311,21,2018,1,1100,6,2,6,0.464285714
312,21,2019,2,711,6,2,6,0.464285714
313,21,2019,2,400,6,2,6,0.464285714
314,21,2019,3,347,6,2,6,0.464285714
315,22,2015,3,921,28,2,NULL,0.625
316,22,2015,3,1170,28,2,NULL,0.625
317,22,2015,3,782,28,2,NULL,0.625
318,22,2016,2,264,28,2,NULL,0.625
319,22,2016,2,1133,28,2,NULL,0.625
320,23,2018,2,917,28,1,NULL,0.392857143
321,23,2018,2,268,28,1,NULL,0.392857143
322,23,2018,2,490,28,1,NULL,0.392857143
323,23,2018,3,921,28,1,NULL,0.392857143
324,23,2018,3,1094,28,1,NULL,0.392857143
325,23,2018,3,505,28,1,NULL,0.392857143
326,23,2018,4,922,28,1,NULL,0.392857143
327,23,2018,4,498,28,1,NULL,0.392857143
328,23,2018,1,924,28,1,NULL,0.392857143
329,23,2018,1,1097,28,1,NULL,0.392857143
330,23,2018,1,507,28,1,NULL,0.392857143
331,23,2019,2,913,28,1,NULL,0.392857143
332,23,2019,2,1101,28,1,NULL,0.392857143
333,23,2019,2,1093,28,1,NULL,0.392857143
334,23,2019,2,518,28,1,NULL,0.392857143
335,23,2019,3,914,28,1,NULL,0.392857143
336,23,2019,3,1102,28,1,NULL,0.392857143
337,23,2019,3,519,28,1,NULL,0.392857143
338,23,2019,1,926,28,1,NULL,0.392857143
339,23,2019,1,521,28,1,NULL,0.392857143
340,23,2020,2,520,28,1,NULL,0.392857143
341,23,2020,2,513,28,1,NULL,0.392857143
342,24,2018,2,350,6,2,6,0.375
343,24,2018,2,490,6,2,6,0.375
344,24,2018,3,345,6,2,6,0.375
345,24,2018,3,924,6,2,6,0.375
346,24,2018,1,400,6,2,6,0.375
347,24,2018,1,1246,6,2,6,0.375
348,24,2019,2,492,6,2,6,0.375
349,24,2019,2,919,6,2,6,0.375
350,24,2019,3,1094,6,2,6,0.375
351,25,2018,2,922,20,2,20,0.107142857
352,25,2018,2,1246,20,2,20,0.107142857
353,25,2018,2,507,20,2,20,0.107142857
354,25,2018,3,924,20,2,20,0.107142857
355,25,2018,3,268,20,2,20,0.107142857
356,25,2018,3,1100,20,2,20,0.107142857
357,25,2018,3,1093,20,2,20,0.107142857
358,25,2018,4,926,20,2,20,0.107142857
359,25,2018,1,914,20,2,20,0.107142857
360,25,2018,1,349,20,2,20,0.107142857
361,25,2019,2,913,20,2,20,0.107142857
362,25,2019,2,1102,20,2,20,0.107142857
363,25,2019,2,344,20,2,20,0.107142857
364,25,2019,2,1329,20,2,20,0.107142857
365,25,2019,3,518,20,2,20,0.107142857
366,25,2019,3,509,20,2,20,0.107142857
367,25,2019,3,513,20,2,20,0.107142857
368,25,2019,4,517,20,2,20,0.107142857
369,25,2019,4,401,20,2,20,0.107142857
370,26,2018,2,922,28,1,NULL,0.482142857
371,26,2018,2,492,28,1,NULL,0.482142857
372,26,2018,2,505,28,1,NULL,0.482142857
373,26,2018,3,924,28,1,NULL,0.482142857
374,26,2018,4,349,28,1,NULL,0.482142857
375,26,2018,1,925,28,1,NULL,0.482142857
376,26,2019,2,926,28,1,NULL,0.482142857
377,26,2019,4,344,28,1,NULL,0.482142857
378,26,2019,4,1329,28,1,NULL,0.482142857
379,26,2019,1,920,28,1,NULL,0.482142857
380,27,2018,2,917,6,2,6,0.642857143
381,27,2018,2,349,6,2,6,0.642857143
382,27,2018,2,490,6,2,6,0.642857143
383,27,2018,3,921,6,2,6,0.642857143
384,27,2018,3,344,6,2,6,0.642857143
385,27,2018,3,1329,6,2,6,0.642857143
386,27,2018,3,492,6,2,6,0.642857143
387,27,2018,4,922,6,2,6,0.642857143
388,27,2018,4,919,6,2,6,0.642857143
389,28,2018,2,916,26,2,107,-0.053571429
390,28,2018,2,266,26,2,107,-0.053571429
391,28,2018,2,492,26,2,107,-0.053571429
392,28,2018,3,917,26,2,107,-0.053571429
393,28,2018,3,1071,26,2,107,-0.053571429
394,28,2018,3,1133,26,2,107,-0.053571429
395,28,2018,4,921,26,2,107,-0.053571429
396,28,2018,1,191,26,2,107,-0.053571429
397,28,2018,1,1246,26,2,107,-0.053571429
398,28,2019,2,268,26,2,107,-0.053571429
399,28,2019,2,195,26,2,107,-0.053571429
400,28,2019,3,197,26,2,107,-0.053571429
401,28,2019,3,269,26,2,107,-0.053571429
402,28,2019,4,199,26,2,107,-0.053571429
403,28,2019,1,270,26,2,107,-0.053571429
404,28,2019,1,200,26,2,107,-0.053571429
405,28,2020,2,271,26,2,107,-0.053571429
406,28,2020,3,272,26,2,107,-0.053571429
407,28,2020,3,201,26,2,107,-0.053571429
408,28,2020,4,400,26,2,107,-0.053571429
409,28,2020,4,322,26,2,107,-0.053571429
410,28,2020,4,323,26,2,107,-0.053571429
411,29,2018,2,922,20,2,20,0.267857143
412,29,2018,2,507,20,2,20,0.267857143
413,29,2018,3,349,20,2,20,0.267857143
414,29,2018,3,1100,20,2,20,0.267857143
415,29,2018,3,924,20,2,20,0.267857143
416,29,2018,4,926,20,2,20,0.267857143
417,29,2018,1,509,20,2,20,0.267857143
418,29,2018,1,913,20,2,20,0.267857143
419,29,2018,1,1101,20,2,20,0.267857143
420,29,2019,2,914,20,2,20,0.267857143
421,29,2019,2,1102,20,2,20,0.267857143
422,29,2019,2,518,20,2,20,0.267857143
423,29,2019,3,517,20,2,20,0.267857143
424,29,2019,3,510,20,2,20,0.267857143
425,29,2019,3,513,20,2,20,0.267857143
426,30,2017,1,502,6,2,6,0.464285714
427,30,2017,1,924,6,2,6,0.464285714
428,30,2017,1,343,6,2,6,0.464285714
429,30,2018,2,349,6,2,6,0.464285714
430,30,2018,2,1094,6,2,6,0.464285714
431,30,2018,3,344,6,2,6,0.464285714
432,30,2018,3,1329,6,2,6,0.464285714
433,30,2018,3,492,6,2,6,0.464285714
434,30,2018,3,1100,6,2,6,0.464285714
435,30,2018,1,190,6,2,6,0.464285714
436,30,2018,1,400,6,2,6,0.464285714
437,30,2019,2,919,6,2,6,0.464285714
438,30,2019,3,347,6,2,6,0.464285714
439,30,2019,3,913,6,2,6,0.464285714
440,31,2018,2,917,16,1,16,0.196428571
441,31,2018,2,1246,16,1,16,0.196428571
442,31,2018,2,604,16,1,16,0.196428571
443,31,2018,3,921,16,1,16,0.196428571
444,31,2018,3,268,16,1,16,0.196428571
445,31,2018,3,1094,16,1,16,0.196428571
446,31,2018,4,922,16,1,16,0.196428571
447,31,2018,1,924,16,1,16,0.196428571
448,31,2018,1,1100,16,1,16,0.196428571
449,31,2018,1,505,16,1,16,0.196428571
450,31,2019,2,926,16,1,16,0.196428571
451,31,2019,2,492,16,1,16,0.196428571
452,31,2019,2,1101,16,1,16,0.196428571
453,31,2019,2,1093,16,1,16,0.196428571
454,31,2019,3,1102,16,1,16,0.196428571
455,31,2019,3,712,16,1,16,0.196428571
456,31,2019,4,914,16,1,16,0.196428571
457,31,2019,4,516,16,1,16,0.196428571
458,31,2019,1,508,16,1,16,0.196428571
459,31,2019,1,507,16,1,16,0.196428571
460,31,2019,1,518,16,1,16,0.196428571
461,31,2020,2,519,16,1,16,0.196428571
462,31,2020,2,513,16,1,16,0.196428571
463,31,2020,2,913,16,1,16,0.196428571
464,31,2020,3,521,16,1,16,0.196428571
465,31,2020,3,517,16,1,16,0.196428571
466,31,2020,3,1068,16,1,16,0.196428571
467,32,2018,2,921,6,2,6,0.285714286
468,32,2018,2,490,6,2,6,0.285714286
469,32,2018,2,343,6,2,6,0.285714286
470,32,2018,3,922,6,2,6,0.285714286
471,32,2018,3,349,6,2,6,0.285714286
472,32,2018,3,1094,6,2,6,0.285714286
473,32,2018,4,400,6,2,6,0.285714286
474,32,2018,4,1075,6,2,6,0.285714286
475,32,2018,1,344,6,2,6,0.285714286
476,32,2018,1,1329,6,2,6,0.285714286
477,32,2018,1,924,6,2,6,0.285714286
478,32,2018,1,1100,6,2,6,0.285714286
479,32,2019,2,913,6,2,6,0.285714286
480,32,2019,2,1101,6,2,6,0.285714286
481,32,2019,3,347,6,2,6,0.285714286
482,32,2019,3,784,6,2,6,0.285714286
483,32,2019,3,492,6,2,6,0.285714286
484,32,2019,3,1102,6,2,6,0.285714286
485,33,2018,2,916,1,5,5,0.214285714
486,33,2018,2,490,1,5,5,0.214285714
487,33,2018,2,266,1,5,5,0.214285714
488,33,2018,2,1093,1,5,5,0.214285714
489,33,2018,3,917,1,5,5,0.214285714
490,33,2018,3,505,1,5,5,0.214285714
491,33,2018,3,1246,1,5,5,0.214285714
492,33,2018,4,921,1,5,5,0.214285714
493,33,2018,4,1094,1,5,5,0.214285714
494,33,2018,4,507,1,5,5,0.214285714
495,33,2018,1,922,1,5,5,0.214285714
496,33,2018,1,1100,1,5,5,0.214285714
497,33,2018,1,349,1,5,5,0.214285714
498,33,2019,2,924,1,5,5,0.214285714
499,33,2019,2,1101,1,5,5,0.214285714
500,33,2019,2,344,1,5,5,0.214285714
501,33,2019,2,1329,1,5,5,0.214285714
502,33,2019,3,926,1,5,5,0.214285714
503,33,2019,3,1102,1,5,5,0.214285714
504,33,2019,3,913,1,5,5,0.214285714
505,33,2019,4,914,1,5,5,0.214285714
506,33,2019,4,517,1,5,5,0.214285714
507,34,2017,4,917,28,2,NULL,0.625
508,34,2017,4,711,28,2,NULL,0.625
509,34,2017,1,899,28,2,NULL,0.625
510,34,2017,1,505,28,2,NULL,0.625
511,34,2017,1,266,28,2,NULL,0.625
512,34,2018,2,921,28,2,NULL,0.625
513,34,2018,2,507,28,2,NULL,0.625
514,34,2018,2,1246,28,2,NULL,0.625
515,34,2018,3,922,28,2,NULL,0.625
516,34,2018,3,401,28,2,NULL,0.625
517,34,2018,3,268,28,2,NULL,0.625
518,34,2018,4,924,28,2,NULL,0.625
519,34,2018,4,1094,28,2,NULL,0.625
520,34,2018,1,1095,28,2,NULL,0.625
521,35,2018,2,916,20,5,20,0.732142857
522,35,2018,2,505,20,5,20,0.732142857
523,35,2018,2,266,20,5,20,0.732142857
524,35,2018,2,498,20,5,20,0.732142857
525,36,2018,2,916,2,2,2,0.375
526,36,2018,2,343,2,2,2,0.375
527,36,2018,2,492,2,2,2,0.375
528,36,2018,3,917,2,2,2,0.375
529,36,2018,3,349,2,2,2,0.375
530,36,2018,3,1076,2,2,2,0.375
531,36,2018,1,921,2,2,2,0.375
532,36,2018,1,344,2,2,2,0.375
533,36,2018,1,1329,2,2,2,0.375
534,36,2018,1,109,2,2,2,0.375
535,36,2019,2,922,2,2,2,0.375
536,36,2019,2,784,2,2,2,0.375
537,36,2019,2,1094,2,2,2,0.375
538,36,2019,3,919,2,2,2,0.375
539,36,2019,3,347,2,2,2,0.375
540,36,2019,3,400,2,2,2,0.375
541,37,2018,2,924,6,2,6,0.553571429
542,37,2018,2,492,6,2,6,0.553571429
543,37,2018,3,345,6,2,6,0.553571429
544,37,2018,3,913,6,2,6,0.553571429
545,37,2018,1,1100,6,2,6,0.553571429
546,37,2018,1,784,6,2,6,0.553571429
547,38,2018,2,921,20,2,20,0.285714286
548,38,2018,2,266,20,2,20,0.285714286
549,38,2018,2,505,20,2,20,0.285714286
550,38,2018,3,922,20,2,20,0.285714286
551,38,2018,3,1246,20,2,20,0.285714286
552,38,2018,3,507,20,2,20,0.285714286
553,38,2018,1,924,20,2,20,0.285714286
554,38,2018,1,1094,20,2,20,0.285714286
555,38,2018,1,349,20,2,20,0.285714286
556,38,2019,2,913,20,2,20,0.285714286
557,38,2019,2,1097,20,2,20,0.285714286
558,38,2019,2,344,20,2,20,0.285714286
559,38,2019,2,1329,20,2,20,0.285714286
560,38,2019,3,914,20,2,20,0.285714286
561,38,2019,3,1101,20,2,20,0.285714286
562,38,2019,3,1093,20,2,20,0.285714286
563,38,2019,1,926,20,2,20,0.285714286
564,38,2019,1,1102,20,2,20,0.285714286
565,38,2019,1,509,20,2,20,0.285714286
566,38,2020,2,517,20,2,20,0.285714286
567,38,2020,2,513,20,2,20,0.285714286
568,38,2020,3,510,20,2,20,0.285714286
569,38,2020,3,518,20,2,20,0.285714286
570,39,2017,1,855,28,2,NULL,0.892857143
571,39,2017,1,858,28,2,NULL,0.892857143
572,39,2017,1,502,28,2,NULL,0.892857143
573,39,2018,2,859,28,2,NULL,0.892857143
574,39,2018,2,854,28,2,NULL,0.892857143
575,39,2018,2,865,28,2,NULL,0.892857143
576,39,2018,3,856,28,2,NULL,0.892857143
577,39,2018,3,864,28,2,NULL,0.892857143
578,39,2018,3,286,28,2,NULL,0.892857143
579,39,2018,4,867,28,2,NULL,0.892857143
580,39,2018,1,343,28,2,NULL,0.892857143
581,39,2018,1,857,28,2,NULL,0.892857143
582,39,2018,1,1074,28,2,NULL,0.892857143
583,39,2019,2,349,28,2,NULL,0.892857143
584,39,2019,2,861,28,2,NULL,0.892857143
585,40,2018,2,922,16,2,16,0.285714286
586,40,2018,2,1093,16,2,16,0.285714286
587,40,2018,2,505,16,2,16,0.285714286
588,40,2018,2,498,16,2,16,0.285714286
589,40,2018,3,924,16,2,16,0.285714286
590,40,2018,3,1100,16,2,16,0.285714286
591,40,2018,3,507,16,2,16,0.285714286
592,40,2018,1,913,16,2,16,0.285714286
593,40,2018,1,518,16,2,16,0.285714286
594,40,2018,1,1101,16,2,16,0.285714286
