MajorId,SchoolId,WeakLabelScore,CourseId,DepartmentId
30,2,0.803571429,109,8
30,2,0.803571429,160,8
30,2,0.803571429,322,110
16,2,-0.160714286,921,54
16,2,-0.160714286,516,26
16,2,-0.160714286,922,54
16,2,-0.160714286,1100,71
16,2,-0.160714286,507,26
16,2,-0.160714286,924,54
16,2,-0.160714286,518,26
16,2,-0.160714286,1093,71
16,2,-0.160714286,1246,14
16,2,-0.160714286,268,17
16,2,-0.160714286,926,54
16,2,-0.160714286,1101,71
16,2,-0.160714286,519,26
16,2,-0.160714286,914,54
16,2,-0.160714286,1102,71
16,2,-0.160714286,521,26
16,2,-0.160714286,512,26
16,2,-0.160714286,913,54
16,2,-0.160714286,520,26
16,2,-0.160714286,513,26
16,2,-0.160714286,517,26
16,2,-0.160714286,510,26
16,2,-0.160714286,508,26
16,2,-0.160714286,511,26
16,2,0.017857143,917,54
16,2,0.017857143,266,17
16,2,0.017857143,505,26
16,2,0.017857143,921,54
16,2,0.017857143,1246,14
16,2,0.017857143,1094,71
16,2,0.017857143,922,54
16,2,0.017857143,268,17
16,2,0.017857143,1100,71
16,2,0.017857143,507,26
16,2,0.017857143,516,26
16,2,0.017857143,498,28
16,2,0.017857143,924,54
16,2,0.017857143,1101,71
16,2,0.017857143,518,26
16,2,0.017857143,520,26
16,2,0.017857143,926,54
16,2,0.017857143,1102,71
16,2,0.017857143,519,26
16,2,0.017857143,511,26
16,2,0.017857143,913,54
16,2,0.017857143,521,26
16,2,0.017857143,512,26
16,2,0.017857143,513,26
16,2,0.017857143,914,54
16,2,0.446428571,516,26
16,2,0.446428571,517,26
16,2,0.446428571,914,54
16,2,0.446428571,520,26
16,2,0.446428571,513,26
16,1,-0.142857143,922,54
16,1,-0.142857143,1100,71
16,1,-0.142857143,505,26
16,1,-0.142857143,924,54
16,1,-0.142857143,1100,71
16,1,-0.142857143,507,26
16,1,-0.142857143,1093,71
16,1,-0.142857143,498,28
16,1,-0.142857143,926,54
16,1,-0.142857143,1101,71
16,1,-0.142857143,516,26
16,1,-0.142857143,913,54
16,1,-0.142857143,1102,71
16,1,-0.142857143,914,54
16,1,-0.142857143,518,26
16,1,-0.142857143,266,17
16,1,-0.142857143,1246,14
16,1,-0.142857143,401,23
16,1,-0.142857143,521,26
16,1,-0.142857143,508,26
16,1,-0.142857143,268,17
16,1,-0.142857143,513,26
16,1,-0.142857143,517,26
16,1,-0.142857143,519,26
16,1,-0.142857143,511,26
16,1,-0.142857143,512,26
16,1,-0.142857143,520,26
28,1,0.267857143,922,54
28,1,0.267857143,266,17
28,1,0.267857143,507,26
28,1,0.267857143,401,23
28,1,0.267857143,924,54
28,1,0.267857143,1246,14
28,1,0.267857143,1100,71
28,1,0.267857143,926,54
28,1,0.267857143,518,26
28,1,0.267857143,1101,71
28,1,0.267857143,1093,71
28,1,0.267857143,914,54
28,1,0.267857143,1102,71
28,1,0.267857143,519,26
28,1,0.267857143,513,26
28,1,0.267857143,913,54
28,1,0.267857143,520,26
28,1,0.267857143,521,26
6,2,0.464285714,917,54
6,2,0.464285714,493,28
6,2,0.464285714,343,121
6,2,0.464285714,921,54
6,2,0.464285714,349,121
6,2,0.464285714,1246,14
6,2,0.464285714,922,54
6,2,0.464285714,1094,71
6,2,0.464285714,919,54
6,2,0.464285714,344,121
6,2,0.464285714,1329,99
6,2,0.464285714,1100,71
6,2,0.464285714,711,42
6,2,0.464285714,400,23
6,2,0.464285714,347,121
28,2,0.625,921,54
28,2,0.625,1170,84
28,2,0.625,782,92
28,2,0.625,264,17
28,2,0.625,1133,73
28,1,0.392857143,917,54
28,1,0.392857143,268,17
28,1,0.392857143,490,28
28,1,0.392857143,921,54
28,1,0.392857143,1094,71
28,1,0.392857143,505,26
28,1,0.392857143,922,54
28,1,0.392857143,498,28
28,1,0.392857143,924,54
28,1,0.392857143,1097,71
28,1,0.392857143,507,26
28,1,0.392857143,913,54
28,1,0.392857143,1101,71
28,1,0.392857143,1093,71
28,1,0.392857143,518,26
28,1,0.392857143,914,54
28,1,0.392857143,1102,71
28,1,0.392857143,519,26
28,1,0.392857143,926,54
28,1,0.392857143,521,26
28,1,0.392857143,520,26
28,1,0.392857143,513,26
6,2,0.375,350,121
6,2,0.375,490,28
6,2,0.375,345,121
6,2,0.375,924,54
6,2,0.375,400,23
6,2,0.375,1246,14
6,2,0.375,492,28
6,2,0.375,919,54
6,2,0.375,1094,71
20,2,0.107142857,922,54
20,2,0.107142857,1246,14
20,2,0.107142857,507,26
20,2,0.107142857,924,54
20,2,0.107142857,268,17
20,2,0.107142857,1100,71
20,2,0.107142857,1093,71
20,2,0.107142857,926,54
20,2,0.107142857,914,54
20,2,0.107142857,349,121
20,2,0.107142857,913,54
20,2,0.107142857,1102,71
20,2,0.107142857,344,121
20,2,0.107142857,1329,99
20,2,0.107142857,518,26
20,2,0.107142857,509,26
20,2,0.107142857,513,26
20,2,0.107142857,517,26
20,2,0.107142857,401,23
28,1,0.482142857,922,54
28,1,0.482142857,492,28
28,1,0.482142857,505,26
28,1,0.482142857,924,54
28,1,0.482142857,349,121
28,1,0.482142857,925,54
28,1,0.482142857,926,54
28,1,0.482142857,344,121
28,1,0.482142857,1329,99
28,1,0.482142857,920,54
6,2,0.642857143,917,54
6,2,0.642857143,349,121
6,2,0.642857143,490,28
6,2,0.642857143,921,54
6,2,0.642857143,344,121
6,2,0.642857143,1329,99
6,2,0.642857143,492,28
6,2,0.642857143,922,54
6,2,0.642857143,919,54
26,2,-0.053571429,916,54
26,2,-0.053571429,266,17
26,2,-0.053571429,492,28
26,2,-0.053571429,917,54
26,2,-0.053571429,1071,66
26,2,-0.053571429,1133,73
26,2,-0.053571429,921,54
26,2,-0.053571429,191,12
26,2,-0.053571429,1246,14
26,2,-0.053571429,268,17
26,2,-0.053571429,195,12
26,2,-0.053571429,197,12
26,2,-0.053571429,269,17
26,2,-0.053571429,199,12
26,2,-0.053571429,270,17
26,2,-0.053571429,200,12
26,2,-0.053571429,271,17
26,2,-0.053571429,272,17
26,2,-0.053571429,201,12
26,2,-0.053571429,400,23
26,2,-0.053571429,322,110
26,2,-0.053571429,323,110
20,2,0.267857143,922,54
20,2,0.267857143,507,26
20,2,0.267857143,349,121
20,2,0.267857143,1100,71
20,2,0.267857143,924,54
20,2,0.267857143,926,54
20,2,0.267857143,509,26
20,2,0.267857143,913,54
20,2,0.267857143,1101,71
20,2,0.267857143,914,54
20,2,0.267857143,1102,71
20,2,0.267857143,518,26
20,2,0.267857143,517,26
20,2,0.267857143,510,26
20,2,0.267857143,513,26
6,2,0.464285714,502,26
6,2,0.464285714,924,54
6,2,0.464285714,343,121
6,2,0.464285714,349,121
6,2,0.464285714,1094,71
6,2,0.464285714,344,121
6,2,0.464285714,1329,99
6,2,0.464285714,492,28
6,2,0.464285714,1100,71
6,2,0.464285714,190,12
6,2,0.464285714,400,23
6,2,0.464285714,919,54
6,2,0.464285714,347,121
6,2,0.464285714,913,54
16,1,0.196428571,917,54
16,1,0.196428571,1246,14
16,1,0.196428571,604,84
16,1,0.196428571,921,54
16,1,0.196428571,268,17
16,1,0.196428571,1094,71
16,1,0.196428571,922,54
16,1,0.196428571,924,54
16,1,0.196428571,1100,71
16,1,0.196428571,505,26
16,1,0.196428571,926,54
16,1,0.196428571,492,28
16,1,0.196428571,1101,71
16,1,0.196428571,1093,71
16,1,0.196428571,1102,71
16,1,0.196428571,712,42
16,1,0.196428571,914,54
16,1,0.196428571,516,26
16,1,0.196428571,508,26
16,1,0.196428571,507,26
16,1,0.196428571,518,26
16,1,0.196428571,519,26
16,1,0.196428571,513,26
16,1,0.196428571,913,54
16,1,0.196428571,521,26
16,1,0.196428571,517,26
16,1,0.196428571,1068,66
6,2,0.285714286,921,54
6,2,0.285714286,490,28
6,2,0.285714286,343,121
6,2,0.285714286,922,54
6,2,0.285714286,349,121
6,2,0.285714286,1094,71
6,2,0.285714286,400,23
6,2,0.285714286,1075,66
6,2,0.285714286,344,121
6,2,0.285714286,1329,99
6,2,0.285714286,924,54
6,2,0.285714286,1100,71
6,2,0.285714286,913,54
6,2,0.285714286,1101,71
6,2,0.285714286,347,121
6,2,0.285714286,784,92
6,2,0.285714286,492,28
6,2,0.285714286,1102,71
1,5,0.214285714,916,54
1,5,0.214285714,490,28
1,5,0.214285714,266,17
1,5,0.214285714,1093,71
1,5,0.214285714,917,54
1,5,0.214285714,505,26
1,5,0.214285714,1246,14
1,5,0.214285714,921,54
1,5,0.214285714,1094,71
1,5,0.214285714,507,26
1,5,0.214285714,922,54
1,5,0.214285714,1100,71
1,5,0.214285714,349,121
1,5,0.214285714,924,54
1,5,0.214285714,1101,71
1,5,0.214285714,344,121
1,5,0.214285714,1329,99
1,5,0.214285714,926,54
1,5,0.214285714,1102,71
1,5,0.214285714,913,54
1,5,0.214285714,914,54
1,5,0.214285714,517,26
28,2,0.625,917,54
28,2,0.625,711,42
28,2,0.625,899,54
28,2,0.625,505,26
28,2,0.625,266,17
28,2,0.625,921,54
28,2,0.625,507,26
28,2,0.625,1246,14
28,2,0.625,922,54
28,2,0.625,401,23
28,2,0.625,268,17
28,2,0.625,924,54
28,2,0.625,1094,71
28,2,0.625,1095,71
20,5,0.732142857,916,54
20,5,0.732142857,505,26
20,5,0.732142857,266,17
20,5,0.732142857,498,28
2,2,0.375,916,54
2,2,0.375,343,121
2,2,0.375,492,28
2,2,0.375,917,54
2,2,0.375,349,121
2,2,0.375,1076,68
2,2,0.375,921,54
2,2,0.375,344,121
2,2,0.375,1329,99
2,2,0.375,109,8
2,2,0.375,922,54
2,2,0.375,784,92
2,2,0.375,1094,71
2,2,0.375,919,54
2,2,0.375,347,121
2,2,0.375,400,23
6,2,0.553571429,924,54
6,2,0.553571429,492,28
6,2,0.553571429,345,121
6,2,0.553571429,913,54
6,2,0.553571429,1100,71
6,2,0.553571429,784,92
20,2,0.285714286,921,54
20,2,0.285714286,266,17
20,2,0.285714286,505,26
20,2,0.285714286,922,54
20,2,0.285714286,1246,14
20,2,0.285714286,507,26
20,2,0.285714286,924,54
20,2,0.285714286,1094,71
20,2,0.285714286,349,121
20,2,0.285714286,913,54
20,2,0.285714286,1097,71
20,2,0.285714286,344,121
20,2,0.285714286,1329,99
20,2,0.285714286,914,54
20,2,0.285714286,1101,71
20,2,0.285714286,1093,71
20,2,0.285714286,926,54
20,2,0.285714286,1102,71
20,2,0.285714286,509,26
20,2,0.285714286,517,26
20,2,0.285714286,513,26
20,2,0.285714286,510,26
20,2,0.285714286,518,26
28,2,0.892857143,855,125
28,2,0.892857143,858,125
28,2,0.892857143,502,26
28,2,0.892857143,859,125
28,2,0.892857143,854,125
28,2,0.892857143,865,125
28,2,0.892857143,856,125
28,2,0.892857143,864,125
28,2,0.892857143,286,21
28,2,0.892857143,867,125
28,2,0.892857143,343,121
28,2,0.892857143,857,125
28,2,0.892857143,1074,66
28,2,0.892857143,349,121
28,2,0.892857143,861,125
16,2,0.285714286,922,54
16,2,0.285714286,1093,71
16,2,0.285714286,505,26
16,2,0.285714286,498,28
16,2,0.285714286,924,54
16,2,0.285714286,1100,71
16,2,0.285714286,507,26
16,2,0.285714286,913,54
16,2,0.285714286,518,26
16,2,0.285714286,1101,71
16,2,0.285714286,914,54
16,2,0.285714286,519,26
16,2,0.285714286,1102,71
16,2,0.285714286,521,26
16,2,0.285714286,1246,14
16,2,0.285714286,268,17
16,2,0.392857143,917,54
16,2,0.392857143,266,17
16,2,0.392857143,516,26
16,2,0.392857143,921,54
16,2,0.392857143,1246,14
16,2,0.392857143,507,26
16,2,0.392857143,401,23
16,2,0.392857143,922,54
16,2,0.392857143,1094,71
16,2,0.392857143,482,28
16,2,0.392857143,924,54
16,2,0.392857143,518,26
16,2,0.392857143,1100,71
16,2,0.392857143,268,17
16,2,0.392857143,1101,71
16,2,0.392857143,519,26
16,2,0.392857143,926,54
16,2,0.392857143,913,54
16,2,0.392857143,1102,71
16,2,0.392857143,521,26
16,2,0.392857143,513,26
16,2,0.392857143,914,54
20,2,-0.053571429,490,28
20,2,-0.053571429,401,23
20,2,-0.053571429,916,54
20,2,-0.053571429,266,17
20,2,-0.053571429,505,26
20,2,-0.053571429,917,54
20,2,-0.053571429,1094,71
20,2,-0.053571429,349,121
20,2,-0.053571429,921,54
20,2,-0.053571429,1246,14
20,2,-0.053571429,507,26
20,2,-0.053571429,922,54
20,2,-0.053571429,509,26
20,2,-0.053571429,1093,71
20,2,-0.053571429,924,54
20,2,-0.053571429,1100,71
20,2,-0.053571429,344,121
20,2,-0.053571429,1329,99
20,2,-0.053571429,926,54
20,2,-0.053571429,914,54
20,2,-0.053571429,1101,71
20,2,-0.053571429,518,26
20,2,-0.053571429,913,54
20,2,-0.053571429,1102,71
20,2,-0.053571429,511,26
20,2,-0.053571429,517,26
20,2,-0.053571429,510,26
20,2,-0.053571429,513,26
16,1,0.285714286,902,54
16,1,0.285714286,266,17
16,1,0.285714286,916,54
16,1,0.285714286,505,26
16,1,0.285714286,1246,14
16,1,0.285714286,917,54
16,1,0.285714286,268,17
16,1,0.285714286,1094,71
16,1,0.285714286,921,54
16,1,0.285714286,922,54
16,1,0.285714286,507,26
16,1,0.285714286,1100,71
16,1,0.285714286,1093,71
16,1,0.285714286,924,54
16,1,0.285714286,1101,71
16,1,0.285714286,926,54
16,1,0.285714286,1102,71
16,1,0.285714286,518,26
16,1,0.285714286,913,54
16,1,0.285714286,519,26
16,1,0.285714286,516,26
16,1,0.285714286,521,26
16,1,0.285714286,517,26
16,2,0.035714286,902,54
16,2,0.035714286,514,26
16,2,0.035714286,916,54
16,2,0.035714286,514,26
16,2,0.035714286,917,54
16,2,0.035714286,921,54
16,2,0.035714286,1094,71
16,2,0.035714286,498,28
16,2,0.035714286,922,54
16,2,0.035714286,1101,71
16,2,0.035714286,924,54
16,2,0.035714286,1093,71
16,2,0.035714286,266,17
16,2,0.035714286,926,54
16,2,0.035714286,1102,71
16,2,0.035714286,913,54
16,2,0.035714286,518,26
16,2,0.035714286,914,54
16,2,0.035714286,519,26
16,2,0.035714286,521,26
16,2,0.035714286,1246,14
16,2,0.035714286,268,17
16,4,0.910714286,906,54
16,4,0.910714286,502,26
16,4,0.910714286,490,28
16,4,0.910714286,916,54
16,4,0.910714286,498,28
16,4,0.910714286,917,54
16,2,0.821428571,897,54
16,2,0.821428571,502,26
16,2,0.821428571,498,28
16,2,0.821428571,901,54
16,2,0.821428571,902,54
16,2,0.821428571,916,54
16,2,0.821428571,917,54
16,2,0.482142857,906,54
16,2,0.482142857,490,28
16,2,0.482142857,916,54
16,2,0.482142857,266,17
16,2,0.482142857,505,26
16,2,0.482142857,917,54
16,2,0.482142857,1246,14
16,2,0.482142857,1094,71
16,2,0.482142857,921,54
16,2,0.482142857,507,26
16,2,0.482142857,1246,14
16,2,0.482142857,922,54
16,2,0.482142857,401,23
16,2,0.482142857,924,54
16,2,0.482142857,1100,71
16,2,0.482142857,926,54
16,2,0.482142857,1101,71
16,2,0.482142857,518,26
16,2,0.482142857,1093,71
16,2,0.482142857,913,54
16,2,0.482142857,1102,71
16,2,0.482142857,519,26
16,2,0.482142857,914,54
16,2,0.125,490,28
16,2,0.125,916,54
16,2,0.125,1246,14
16,2,0.125,1093,71
16,2,0.125,917,54
16,2,0.125,505,26
16,2,0.125,268,17
16,2,0.125,921,54
16,2,0.125,1094,71
16,2,0.125,922,54
16,2,0.125,1100,71
16,2,0.125,507,26
16,2,0.125,924,54
16,2,0.125,1101,71
16,2,0.125,401,23
16,2,0.125,926,54
16,2,0.125,1102,71
16,2,0.125,518,26
16,2,0.125,914,54
16,2,0.125,516,26
16,2,0.125,913,54
16,2,0.125,519,26
16,2,0.125,508,26
16,2,0.125,521,26
16,2,0.125,513,26
16,2,0.125,520,26
16,2,0.125,511,26
16,2,0.125,517,26
6,2,0.535714286,917,54
6,2,0.535714286,343,121
6,2,0.535714286,921,54
6,2,0.535714286,349,121
6,2,0.535714286,922,54
6,2,0.535714286,919,54
6,2,0.535714286,344,121
6,2,0.535714286,1329,99
6,2,0.535714286,1100,71
6,2,0.535714286,347,121
16,2,0.910714286,490,28
6,2,0.535714286,917,54
6,2,0.535714286,343,121
6,2,0.535714286,921,54
6,2,0.535714286,349,121
6,2,0.535714286,922,54
6,2,0.535714286,919,54
6,2,0.535714286,344,121
6,2,0.535714286,1329,99
6,2,0.535714286,1100,71
6,2,0.535714286,347,121
16,2,0.910714286,490,28
6,2,0.535714286,917,54
6,2,0.535714286,343,121
6,2,0.535714286,921,54
6,2,0.535714286,349,121
6,2,0.535714286,922,54
6,2,0.535714286,919,54
6,2,0.535714286,344,121
6,2,0.535714286,1329,99
6,2,0.535714286,1100,71
6,2,0.535714286,347,121
16,2,0.910714286,490,28
6,2,0.535714286,917,54
6,2,0.535714286,343,121
6,2,0.535714286,921,54
6,2,0.535714286,349,121
6,2,0.535714286,922,54
6,2,0.535714286,919,54
6,2,0.535714286,344,121
6,2,0.535714286,1329,99
6,2,0.535714286,1100,71
6,2,0.535714286,347,121
16,2,0.910714286,490,28
6,2,0.535714286,917,54
6,2,0.535714286,343,121
6,2,0.535714286,921,54
6,2,0.535714286,349,121
6,2,0.535714286,922,54
6,2,0.535714286,919,54
6,2,0.535714286,344,121
6,2,0.535714286,1329,99
6,2,0.535714286,1100,71
6,2,0.535714286,347,121
28,1,0.910714286,490,28
16,2,0.375,498,28
16,2,0.375,914,54
16,2,0.375,519,26
16,2,0.375,784,92
16,2,0.375,1101,71
16,2,0.375,521,26
16,2,0.375,1093,71
16,2,0.375,1102,71
16,2,0.375,520,26
16,2,0.375,512,26
16,2,0.089285714,507,26
16,2,0.089285714,508,26
16,2,0.089285714,520,26
16,2,0.089285714,516,26
16,2,0.089285714,513,26
16,2,0.089285714,519,26
16,2,0.089285714,521,26
16,2,0.089285714,511,26
16,2,0.089285714,512,26
16,2,0.089285714,517,26
16,2,0.089285714,513,26
16,2,0.196428571,921,54
16,2,0.196428571,1246,14
16,2,0.196428571,507,26
16,2,0.196428571,922,54
16,2,0.196428571,268,17
16,2,0.196428571,498,28
16,2,0.196428571,924,54
16,2,0.196428571,1100,71
16,2,0.196428571,518,26
16,2,0.196428571,516,26
16,2,0.196428571,926,54
16,2,0.196428571,1101,71
16,2,0.196428571,1093,71
16,2,0.196428571,519,26
16,2,0.196428571,513,26
16,2,0.196428571,913,54
16,2,0.196428571,1102,71
16,2,0.196428571,521,26
16,2,0.196428571,512,26
16,2,0.196428571,914,54
16,2,0.089285714,913,54
16,2,0.089285714,507,26
16,2,0.089285714,508,26
16,2,0.089285714,519,26
16,2,0.089285714,513,26
16,2,0.089285714,517,26
16,2,0.089285714,521,26
16,2,0.089285714,520,26
16,2,0.089285714,511,26
16,2,0.089285714,512,26
16,2,-0.089285714,914,54
16,2,-0.089285714,517,26
16,2,-0.089285714,510,26
16,2,-0.089285714,519,26
16,2,-0.089285714,520,26
16,2,-0.089285714,508,26
16,2,-0.089285714,513,26
16,2,-0.089285714,516,26
16,2,-0.089285714,512,26
16,2,-0.089285714,401,23
16,2,-0.089285714,521,26
16,2,-0.089285714,511,26
11,2,0.285714286,493,28
11,2,0.285714286,916,54
11,2,0.285714286,264,17
11,2,0.285714286,919,54
11,2,0.285714286,191,12
11,2,0.285714286,265,17
11,2,0.285714286,1133,73
11,2,0.285714286,199,12
11,2,0.285714286,322,110
11,2,0.285714286,200,12
11,2,0.285714286,1134,73
11,2,0.285714286,323,110
11,2,0.285714286,201,12
11,2,0.285714286,1155,78
11,2,0.285714286,784,92
28,2,0.464285714,493,28
28,2,0.464285714,1133,73
28,2,0.464285714,264,17
28,2,0.464285714,322,110
28,2,0.464285714,1134,73
28,2,0.464285714,191,12
28,2,0.464285714,199,12
28,2,0.464285714,200,12
28,2,0.464285714,919,54
28,2,0.464285714,201,12
8,1,0.357142857,926,54
8,1,0.357142857,502,26
8,1,0.357142857,271,17
8,1,0.357142857,1094,71
8,1,0.357142857,195,12
8,1,0.357142857,1100,71
8,1,0.357142857,924,54
8,1,0.357142857,505,26
8,1,0.357142857,926,54
8,1,0.357142857,507,26
8,1,0.357142857,1101,71
8,1,0.357142857,518,26
8,1,0.357142857,1102,71
28,2,0.625,921,54
28,2,0.625,1170,84
28,2,0.625,264,17
28,2,0.625,1133,73
26,2,0.035714286,916,54
26,2,0.035714286,266,17
26,2,0.035714286,492,28
26,2,0.035714286,917,54
26,2,0.035714286,1071,66
26,2,0.035714286,1133,73
26,2,0.035714286,921,54
26,2,0.035714286,193,12
26,2,0.035714286,1246,14
26,2,0.035714286,268,17
26,2,0.035714286,195,12
26,2,0.035714286,197,12
26,2,0.035714286,269,17
26,2,0.035714286,199,12
26,2,0.035714286,270,17
26,2,0.035714286,200,12
26,2,0.035714286,271,17
26,2,0.035714286,272,17
26,2,0.035714286,201,12
26,2,0.035714286,400,23
26,2,0.035714286,322,110
16,1,0.267857143,1246,14
16,1,0.267857143,367,118
16,1,0.267857143,268,17
16,1,0.267857143,516,26
16,1,0.267857143,1100,71
16,1,0.267857143,508,26
16,1,0.267857143,1101,71
16,1,0.267857143,513,26
16,1,0.267857143,517,26
16,1,0.267857143,1102,71
16,1,0.267857143,921,54
16,2,0.446428571,914,54
16,2,0.446428571,1100,71
16,2,0.446428571,518,26
16,2,0.446428571,913,54
16,2,0.446428571,1101,71
16,2,0.446428571,519,26
16,2,0.446428571,513,26
16,2,0.446428571,1102,71
16,2,0.446428571,521,26
16,2,0.446428571,912,54
29,1,0.285714286,916,54
29,1,0.285714286,505,26
29,1,0.285714286,266,17
29,1,0.285714286,917,54
29,1,0.285714286,1246,14
29,1,0.285714286,921,54
29,1,0.285714286,1094,71
29,1,0.285714286,922,54
29,1,0.285714286,268,17
29,1,0.285714286,507,26
29,1,0.285714286,924,54
29,1,0.285714286,1100,71
29,1,0.285714286,926,54
29,1,0.285714286,1101,71
29,1,0.285714286,518,26
29,1,0.285714286,1102,71
29,1,0.285714286,519,26
29,1,0.285714286,520,26
29,1,0.285714286,914,54
29,1,0.285714286,521,26
29,1,0.285714286,913,54
29,1,0.285714286,513,26
16,2,-0.160714286,917,54
16,2,-0.160714286,1246,14
16,2,-0.160714286,268,17
16,2,-0.160714286,323,110
